method,accuracy,pair
cosine,0.2709375,cor_pre
cosine,0.245,cor_pre
cosine,0.2921875,cor_pre
cosine,0.16453125,cor_pre
cosine,0.23953125,cor_pre
cosine,0.2953125,cor_pre
cosine,0.215,cor_pre
cosine,0.17265625,cor_pre
cosine,0.41609375,cor_pre
cosine,0.22234375,cor_pre
cosine,0.23703125,cor_pre
cosine,0.22828125,cor_pre
cosine,0.38703125,cor_pre
cosine,0.25109375,cor_pre
cosine,0.28796875,cor_pre
cosine,0.2140625,cor_pre
cosine,0.35921875,cor_pre
cosine,0.30703125,cor_pre
cosine,0.3046875,cor_pre
cosine,0.20734375,cor_pre
cosine,0.28890625,cor_pre
cosine,0.3853125,cor_pre
cosine,0.25875,cor_pre
cosine,0.2915625,cor_pre
cosine,0.19640625,cor_pre
cosine,0.20765625,cor_pre
cosine,0.30953125,cor_pre
cosine,0.3090625,cor_pre
cosine,0.29734375,cor_pre
cosine,0.23671875,cor_pre
cosine,0.30890625,cor_pre
cosine,0.29703125,cor_pre
cosine,0.29875,cor_pre
cosine,0.19546875,cor_pre
cosine,0.36,cor_pre
cosine,0.23484375,cor_pre
cosine,0.27953125,cor_pre
cosine,0.213125,cor_pre
cosine,0.31921875,cor_pre
cosine,0.30265625,cor_pre
cosine,0.21828125,cor_pre
cosine,0.19125,cor_pre
cosine,0.2684375,cor_pre
cosine,0.30171875,cor_norm
cosine,0.30375,cor_norm
cosine,0.31171875,cor_norm
cosine,0.2984375,cor_norm
cosine,0.28265625,cor_norm
cosine,0.301875,cor_norm
cosine,0.30703125,cor_norm
cosine,0.29734375,cor_norm
cosine,0.31484375,cor_norm
cosine,0.30484375,cor_norm
cosine,0.30828125,cor_norm
cosine,0.295625,cor_norm
cosine,0.30140625,cor_norm
cosine,0.29328125,cor_norm
cosine,0.30390625,cor_norm
cosine,0.2815625,cor_norm
cosine,0.29390625,cor_norm
cosine,0.2996875,cor_norm
cosine,0.29609375,cor_norm
cosine,0.28875,cor_norm
cosine,0.30125,cor_norm
cosine,0.2884375,cor_norm
cosine,0.28578125,cor_norm
cosine,0.29359375,cor_norm
cosine,0.3028125,cor_norm
cosine,0.30546875,cor_norm
cosine,0.2928125,cor_norm
cosine,0.29453125,cor_norm
cosine,0.3003125,cor_norm
cosine,0.2928125,cor_norm
cosine,0.30546875,cor_norm
cosine,0.300625,cor_norm
cosine,0.2934375,cor_norm
cosine,0.296875,cor_norm
cosine,0.30234375,cor_norm
cosine,0.28765625,cor_norm
cosine,0.29484375,cor_norm
cosine,0.29875,cor_norm
cosine,0.2915625,cor_norm
cosine,0.29640625,cor_norm
cosine,0.29875,cor_norm
cosine,0.30609375,cor_norm
cosine,0.3034375,cor_norm
cosine,0.29265625,cor_norm
cosine,0.30765625,cor_norm
cosine,0.30109375,cor_norm
cosine,0.28453125,cor_norm
cosine,0.31609375,cor_norm
cosine,0.2909375,cor_norm
cosine,0.28859375,cor_norm
cosine,0.31265625,cor_norm
cosine,0.294375,cor_norm
cosine,0.299375,cor_norm
cosine,0.3075,cor_norm
cosine,0.30109375,cor_norm
cosine,0.2928125,cor_norm
cosine,0.31078125,cor_norm
cosine,0.2940625,cor_norm
cosine,0.3078125,cor_norm
cosine,0.29609375,cor_norm
cosine,0.30078125,cor_norm
cosine,0.29328125,cor_norm
cosine,0.2903125,cor_norm
cosine,0.30125,cor_norm
cosine,0.30328125,cor_norm
cosine,0.27859375,cor_norm
cosine,0.2921875,cor_norm
cosine,0.3084375,cor_norm
cosine,0.29671875,cor_norm
cosine,0.29015625,cor_norm
cosine,0.2909375,cor_norm
cosine,0.2953125,cor_norm
cosine,0.308125,cor_norm
cosine,0.2953125,cor_norm
cosine,0.3025,cor_norm
cosine,0.3009375,cor_norm
cosine,0.28890625,cor_norm
cosine,0.3015625,cor_norm
cosine,0.27828125,cor_norm
cosine,0.30546875,cor_norm
cosine,0.30375,cor_norm
cosine,0.29734375,cor_norm
cosine,0.29734375,cor_norm
cosine,0.30296875,cor_norm
cosine,0.29796875,cor_norm
cosine,0.2990625,cor_norm
cosine,0.29546875,cor_norm
cosine,0.2946875,cor_norm
cosine,0.2978125,cor_norm
cosine,0.3028125,cor_norm
cosine,0.30171875,cor_norm
cosine,0.2865625,cor_norm
cosine,0.2965625,cor_norm
cosine,0.29546875,cor_norm
cosine,0.303125,cor_norm
cosine,0.30484375,cor_norm
cosine,0.3,cor_norm
cosine,0.293125,cor_norm
cosine,0.3059375,cor_norm
cosine,0.31203125,cor_norm
cosine,0.29,cor_cor
cosine,0.31515625,cor_cor
cosine,0.30640625,cor_cor
cosine,0.32890625,cor_cor
cosine,0.32546875,cor_cor
cosine,0.3140625,cor_cor
cosine,0.31453125,cor_cor
cosine,0.31375,cor_cor
cosine,0.38796875,cor_cor
cosine,0.11578125,cor_cor
cosine,0.1115625,cor_cor
cosine,0.313125,cor_cor
cosine,0.10515625,cor_cor
cosine,0.339375,cor_cor
cosine,0.31375,cor_cor
cosine,0.31390625,cor_cor
cosine,0.31328125,cor_cor
cosine,0.31140625,cor_cor
cosine,0.34671875,cor_cor
cosine,0.31609375,cor_cor
cosine,0.3140625,cor_cor
cosine,0.3140625,cor_cor
cosine,0.1715625,cor_cor
cosine,0.28484375,cor_cor
cosine,0.31484375,cor_cor
cosine,0.33359375,cor_cor
cosine,0.30796875,cor_cor
cosine,0.31375,cor_cor
cosine,0.3059375,cor_cor
cosine,0.293125,cor_cor
cosine,0.313125,cor_cor
cosine,0.34671875,cor_cor
cosine,0.31390625,cor_cor
cosine,0.33203125,cor_cor
cosine,0.31390625,cor_cor
cosine,0.31375,cor_cor
cosine,0.3521875,cor_cor
cosine,0.31359375,cor_cor
cosine,0.314375,cor_cor
cosine,0.31359375,cor_cor
cosine,0.298125,cor_cor
cosine,0.288125,cor_cor
cosine,0.335,cor_cor
cosine,0.31390625,cor_cor
cosine,0.33328125,cor_cor
cosine,0.31375,cor_cor
cosine,0.31375,cor_cor
cosine,0.39125,cor_cor
cosine,0.31546875,cor_cor
cosine,0.381875,cor_cor
cosine,0.3134375,cor_cor
cosine,0.3165625,cor_cor
cosine,0.31359375,cor_cor
cosine,0.32625,cor_cor
cosine,0.2921875,cor_cor
cosine,0.3025,cor_cor
cosine,0.30921875,cor_cor
cosine,0.2321875,cor_cor
cosine,0.3146875,cor_cor
cosine,0.360625,cor_cor
cosine,0.3125,cor_cor
cosine,0.3153125,cor_cor
cosine,0.3365625,cor_cor
cosine,0.3153125,cor_cor
cosine,0.32859375,cor_cor
cosine,0.38375,cor_cor
cosine,0.34671875,cor_cor
cosine,0.13984375,cor_cor
cosine,0.31484375,cor_cor
cosine,0.31375,cor_cor
cosine,0.3140625,cor_cor
cosine,0.30765625,cor_cor
cosine,0.315,cor_cor
cosine,0.31484375,cor_cor
cosine,0.34109375,cor_cor
cosine,0.31375,cor_cor
cosine,0.3140625,cor_cor
cosine,0.31140625,cor_cor
cosine,0.31484375,cor_cor
cosine,0.10640625,cor_cor
cosine,0.318125,cor_cor
cosine,0.31390625,cor_cor
cosine,0.2646875,cor_cor
cosine,0.30625,cor_cor
cosine,0.31640625,cor_cor
cosine,0.3165625,cor_cor
cosine,0.33234375,cor_cor
cosine,0.31484375,cor_cor
cosine,0.325625,cor_cor
cosine,0.31328125,cor_cor
cosine,0.23734375,cor_cor
cosine,0.31421875,cor_cor
cosine,0.31359375,cor_cor
cosine,0.3525,cor_cor
cosine,0.31546875,cor_cor
cosine,0.3134375,cor_cor
cosine,0.3134375,cor_cor
cosine,0.3140625,cor_cor
cosine,0.3209375,cor_cor
cosine,0.3434375,cor_cor
pearson,0.82234375,pre_pre
pearson,0.73203125,pre_pre
pearson,0.8175,pre_pre
pearson,0.86203125,pre_pre
pearson,0.78875,pre_pre
pearson,0.76546875,pre_pre
pearson,0.769375,pre_pre
pearson,0.815,pre_pre
pearson,0.84609375,pre_pre
pearson,0.750625,pre_pre
pearson,0.84671875,pre_pre
pearson,0.81359375,pre_pre
pearson,0.8103125,pre_pre
pearson,0.78359375,pre_pre
pearson,0.78078125,pre_pre
pearson,0.8290625,pre_pre
pearson,0.820625,pre_pre
pearson,0.83578125,pre_pre
pearson,0.78234375,pre_pre
pearson,0.85125,pre_pre
pearson,0.8109375,pre_pre
pearson,0.85125,pre_pre
pearson,0.8065625,pre_pre
pearson,0.80359375,pre_pre
pearson,0.8228125,pre_pre
pearson,0.84515625,pre_pre
pearson,0.76234375,pre_pre
pearson,0.8046875,pre_pre
pearson,0.77359375,pre_pre
pearson,0.858125,pre_pre
pearson,0.8475,pre_pre
pearson,0.86546875,pre_pre
pearson,0.7203125,pre_pre
pearson,0.7828125,pre_pre
pearson,0.795625,pre_pre
pearson,0.6890625,pre_pre
pearson,0.8190625,pre_pre
pearson,0.75984375,pre_pre
pearson,0.78234375,pre_pre
pearson,0.8078125,pre_pre
pearson,0.79296875,pre_pre
pearson,0.82578125,pre_pre
pearson,0.76109375,pre_pre
pearson,0.865625,pre_pre
pearson,0.81796875,pre_pre
pearson,0.86671875,pre_pre
pearson,0.81734375,pre_pre
pearson,0.74640625,pre_pre
pearson,0.78796875,pre_pre
pearson,0.8325,pre_pre
pearson,0.8525,pre_pre
pearson,0.86328125,pre_pre
pearson,0.76984375,pre_pre
pearson,0.82890625,pre_pre
pearson,0.8475,pre_pre
pearson,0.83796875,pre_pre
pearson,0.8,pre_pre
pearson,0.8128125,pre_pre
pearson,0.851875,pre_pre
pearson,0.7678125,pre_pre
pearson,0.79484375,pre_pre
pearson,0.84453125,pre_pre
pearson,0.80609375,pre_pre
pearson,0.82453125,pre_pre
pearson,0.81375,pre_pre
pearson,0.8596875,pre_pre
pearson,0.7928125,pre_pre
pearson,0.83359375,pre_pre
pearson,0.84609375,pre_pre
pearson,0.85015625,pre_pre
pearson,0.8609375,pre_pre
pearson,0.8140625,pre_pre
pearson,0.864375,pre_pre
pearson,0.85109375,pre_pre
pearson,0.82921875,pre_pre
pearson,0.855,pre_pre
pearson,0.75640625,pre_pre
pearson,0.8478125,pre_pre
pearson,0.86140625,pre_pre
pearson,0.8009375,pre_pre
pearson,0.855,pre_pre
pearson,0.843125,pre_pre
pearson,0.8228125,pre_pre
pearson,0.78109375,pre_pre
pearson,0.80484375,pre_pre
pearson,0.75046875,pre_pre
pearson,0.83609375,pre_pre
pearson,0.84640625,pre_pre
pearson,0.78078125,pre_pre
pearson,0.7903125,pre_pre
pearson,0.72921875,pre_pre
pearson,0.81890625,pre_pre
pearson,0.82296875,pre_pre
pearson,0.71734375,pre_pre
pearson,0.86203125,pre_pre
pearson,0.78796875,pre_pre
pearson,0.8303125,pre_pre
pearson,0.84734375,pre_pre
pearson,0.84671875,pre_pre
pearson,0.8309375,pre_pre
pearson,0.4225,pre_norm
pearson,0.43265625,pre_norm
pearson,0.4275,pre_norm
pearson,0.43203125,pre_norm
pearson,0.4178125,pre_norm
pearson,0.43265625,pre_norm
pearson,0.41953125,pre_norm
pearson,0.42984375,pre_norm
pearson,0.4265625,pre_norm
pearson,0.42578125,pre_norm
pearson,0.42171875,pre_norm
pearson,0.429375,pre_norm
pearson,0.424375,pre_norm
pearson,0.42625,pre_norm
pearson,0.41640625,pre_norm
pearson,0.4221875,pre_norm
pearson,0.42203125,pre_norm
pearson,0.4240625,pre_norm
pearson,0.418125,pre_norm
pearson,0.43640625,pre_norm
pearson,0.4234375,pre_norm
pearson,0.4159375,pre_norm
pearson,0.40875,pre_norm
pearson,0.4375,pre_norm
pearson,0.43484375,pre_norm
pearson,0.42515625,pre_norm
pearson,0.4315625,pre_norm
pearson,0.42203125,pre_norm
pearson,0.4253125,pre_norm
pearson,0.4290625,pre_norm
pearson,0.4171875,pre_norm
pearson,0.42828125,pre_norm
pearson,0.420625,pre_norm
pearson,0.411875,pre_norm
pearson,0.41484375,pre_norm
pearson,0.41640625,pre_norm
pearson,0.44125,pre_norm
pearson,0.42078125,pre_norm
pearson,0.43359375,pre_norm
pearson,0.429375,pre_norm
pearson,0.42,pre_norm
pearson,0.42640625,pre_norm
pearson,0.42515625,pre_norm
pearson,0.42765625,pre_norm
pearson,0.42328125,pre_norm
pearson,0.41828125,pre_norm
pearson,0.4340625,pre_norm
pearson,0.4421875,pre_norm
pearson,0.41328125,pre_norm
pearson,0.43421875,pre_norm
pearson,0.42390625,pre_norm
pearson,0.42296875,pre_norm
pearson,0.42953125,pre_norm
pearson,0.41984375,pre_norm
pearson,0.42859375,pre_norm
pearson,0.4134375,pre_norm
pearson,0.43171875,pre_norm
pearson,0.43515625,pre_norm
pearson,0.415625,pre_norm
pearson,0.43390625,pre_norm
pearson,0.41578125,pre_norm
pearson,0.42890625,pre_norm
pearson,0.41703125,pre_norm
pearson,0.414375,pre_norm
pearson,0.445625,pre_norm
pearson,0.4321875,pre_norm
pearson,0.43453125,pre_norm
pearson,0.4353125,pre_norm
pearson,0.4121875,pre_norm
pearson,0.423125,pre_norm
pearson,0.42421875,pre_norm
pearson,0.42375,pre_norm
pearson,0.42,pre_norm
pearson,0.429375,pre_norm
pearson,0.42703125,pre_norm
pearson,0.420625,pre_norm
pearson,0.42203125,pre_norm
pearson,0.42078125,pre_norm
pearson,0.42984375,pre_norm
pearson,0.42453125,pre_norm
pearson,0.42109375,pre_norm
pearson,0.41125,pre_norm
pearson,0.4103125,pre_norm
pearson,0.42375,pre_norm
pearson,0.4175,pre_norm
pearson,0.41609375,pre_norm
pearson,0.4240625,pre_norm
pearson,0.42578125,pre_norm
pearson,0.42453125,pre_norm
pearson,0.418125,pre_norm
pearson,0.43484375,pre_norm
pearson,0.435,pre_norm
pearson,0.42859375,pre_norm
pearson,0.4290625,pre_norm
pearson,0.419375,pre_norm
pearson,0.42859375,pre_norm
pearson,0.4303125,pre_norm
pearson,0.43328125,pre_norm
pearson,0.43171875,pre_norm
pearson,0.4175,pre_norm
pearson,0.32359375,pre_cor
pearson,0.3290625,pre_cor
pearson,0.3128125,pre_cor
pearson,0.3125,pre_cor
pearson,0.3325,pre_cor
pearson,0.31359375,pre_cor
pearson,0.32953125,pre_cor
pearson,0.315,pre_cor
pearson,0.36125,pre_cor
pearson,0.3140625,pre_cor
pearson,0.33546875,pre_cor
pearson,0.3125,pre_cor
pearson,0.3696875,pre_cor
pearson,0.30953125,pre_cor
pearson,0.3221875,pre_cor
pearson,0.33109375,pre_cor
pearson,0.32546875,pre_cor
pearson,0.3090625,pre_cor
pearson,0.29296875,pre_cor
pearson,0.32703125,pre_cor
pearson,0.31328125,pre_cor
pearson,0.32171875,pre_cor
pearson,0.31734375,pre_cor
pearson,0.293125,pre_cor
pearson,0.30625,pre_cor
pearson,0.30703125,pre_cor
pearson,0.305,pre_cor
pearson,0.3115625,pre_cor
pearson,0.3284375,pre_cor
pearson,0.3071875,pre_cor
pearson,0.31265625,pre_cor
pearson,0.32,pre_cor
pearson,0.30421875,pre_cor
pearson,0.30578125,pre_cor
pearson,0.3084375,pre_cor
pearson,0.3078125,pre_cor
pearson,0.30828125,pre_cor
pearson,0.3278125,pre_cor
pearson,0.32265625,pre_cor
pearson,0.32296875,pre_cor
pearson,0.2934375,pre_cor
pearson,0.31453125,pre_cor
pearson,0.3128125,pre_cor
pearson,0.30640625,pre_cor
pearson,0.3090625,pre_cor
pearson,0.33140625,pre_cor
pearson,0.31078125,pre_cor
pearson,0.3071875,pre_cor
pearson,0.315,pre_cor
pearson,0.34109375,pre_cor
pearson,0.31171875,pre_cor
pearson,0.30453125,pre_cor
pearson,0.32015625,pre_cor
pearson,0.308125,pre_cor
pearson,0.30796875,pre_cor
pearson,0.305,pre_cor
pearson,0.31296875,pre_cor
pearson,0.3115625,pre_cor
pearson,0.31015625,pre_cor
pearson,0.3075,pre_cor
pearson,0.30703125,pre_cor
pearson,0.3140625,pre_cor
pearson,0.31125,pre_cor
pearson,0.3275,pre_cor
pearson,0.30734375,pre_cor
pearson,0.36515625,pre_cor
pearson,0.32984375,pre_cor
pearson,0.31671875,pre_cor
pearson,0.31375,pre_cor
pearson,0.305625,pre_cor
pearson,0.3390625,pre_cor
pearson,0.26453125,pre_cor
pearson,0.30921875,pre_cor
pearson,0.30921875,pre_cor
pearson,0.3396875,pre_cor
pearson,0.33078125,pre_cor
pearson,0.3075,pre_cor
pearson,0.3334375,pre_cor
pearson,0.31234375,pre_cor
pearson,0.3703125,pre_cor
pearson,0.31640625,pre_cor
pearson,0.3071875,pre_cor
pearson,0.3125,pre_cor
pearson,0.3003125,pre_cor
pearson,0.34890625,pre_cor
pearson,0.3184375,pre_cor
pearson,0.3609375,pre_cor
pearson,0.3165625,pre_cor
pearson,0.31265625,pre_cor
pearson,0.3259375,pre_cor
pearson,0.3275,pre_cor
pearson,0.33890625,pre_cor
pearson,0.28703125,pre_cor
pearson,0.3084375,pre_cor
pearson,0.3078125,pre_cor
pearson,0.30609375,pre_cor
pearson,0.34578125,pre_cor
pearson,0.31234375,pre_cor
pearson,0.31,pre_cor
pearson,0.32015625,pre_cor
pearson,0.03,norm_pre
pearson,0.07625,norm_pre
pearson,0.08234375,norm_pre
pearson,0.05515625,norm_pre
pearson,0.0871875,norm_pre
pearson,0.03,norm_pre
pearson,0.083125,norm_pre
pearson,0.04671875,norm_pre
pearson,0.0521875,norm_pre
pearson,0.06828125,norm_pre
pearson,0.05546875,norm_pre
pearson,0.03984375,norm_pre
pearson,0.06390625,norm_pre
pearson,0.05703125,norm_pre
pearson,0.07625,norm_pre
pearson,0.05203125,norm_pre
pearson,0.079375,norm_pre
pearson,0.03921875,norm_pre
pearson,0.0403125,norm_pre
pearson,0.03203125,norm_pre
pearson,0.14828125,norm_pre
pearson,0.04421875,norm_pre
pearson,0.03078125,norm_pre
pearson,0.0309375,norm_pre
pearson,0.05890625,norm_pre
pearson,0.0740625,norm_pre
pearson,0.04171875,norm_pre
pearson,0.0396875,norm_pre
pearson,0.1221875,norm_pre
pearson,0.1953125,norm_pre
pearson,0.028125,norm_pre
pearson,0.03171875,norm_pre
pearson,0.03390625,norm_pre
pearson,0.04609375,norm_pre
pearson,0.03828125,norm_pre
pearson,0.036875,norm_pre
pearson,0.040625,norm_pre
pearson,0.04859375,norm_pre
pearson,0.0740625,norm_pre
pearson,0.04484375,norm_pre
pearson,0.05828125,norm_pre
pearson,0.0590625,norm_pre
pearson,0.13046875,norm_pre
pearson,0.03265625,norm_pre
pearson,0.0390625,norm_pre
pearson,0.03015625,norm_pre
pearson,0.0953125,norm_pre
pearson,0.03546875,norm_pre
pearson,0.0396875,norm_pre
pearson,0.033125,norm_pre
pearson,0.02625,norm_pre
pearson,0.05125,norm_pre
pearson,0.04140625,norm_pre
pearson,0.05546875,norm_pre
pearson,0.0753125,norm_pre
pearson,0.03796875,norm_pre
pearson,0.0415625,norm_pre
pearson,0.07703125,norm_pre
pearson,0.07328125,norm_pre
pearson,0.0771875,norm_pre
pearson,0.04875,norm_pre
pearson,0.066875,norm_pre
pearson,0.03890625,norm_pre
pearson,0.043125,norm_pre
pearson,0.03328125,norm_pre
pearson,0.12046875,norm_pre
pearson,0.0825,norm_pre
pearson,0.0475,norm_pre
pearson,0.0971875,norm_pre
pearson,0.03171875,norm_pre
pearson,0.03515625,norm_pre
pearson,0.05484375,norm_pre
pearson,0.0628125,norm_pre
pearson,0.040625,norm_pre
pearson,0.05703125,norm_pre
pearson,0.04390625,norm_pre
pearson,0.04265625,norm_pre
pearson,0.06,norm_pre
pearson,0.07484375,norm_pre
pearson,0.08421875,norm_pre
pearson,0.0709375,norm_pre
pearson,0.05515625,norm_pre
pearson,0.030625,norm_pre
pearson,0.0775,norm_pre
pearson,0.09109375,norm_pre
pearson,0.0371875,norm_pre
pearson,0.0296875,norm_pre
pearson,0.0315625,norm_pre
pearson,0.12796875,norm_pre
pearson,0.04640625,norm_pre
pearson,0.07234375,norm_pre
pearson,0.04609375,norm_pre
pearson,0.03671875,norm_pre
pearson,0.05609375,norm_pre
pearson,0.0465625,norm_pre
pearson,0.0378125,norm_pre
pearson,0.0353125,norm_pre
pearson,0.0346875,norm_pre
pearson,0.03515625,norm_pre
pearson,0.049375,norm_pre
pearson,0.73109375,norm_norm
pearson,0.74421875,norm_norm
pearson,0.7290625,norm_norm
pearson,0.7328125,norm_norm
pearson,0.71625,norm_norm
pearson,0.7321875,norm_norm
pearson,0.719375,norm_norm
